utt	orth
la16.cha_316	yes she is we'll change your nappie .
la16.cha_317	alright darling .
la16.cha_318	o:h .
la16.cha_319	o:h .
la16.cha_320	o:h .
la16.cha_321	o:h .
la16.cha_322	hey ?
la16.cha_323	Hannah have a big kick .
la16.cha_324	&mm ?
la16.cha_325	there we go .
la16.cha_326	&eh ?
la16.cha_327	hello .
la16.cha_328	hello darling .
la16.cha_329	Hannah kick .
la16.cha_330	there .
la16.cha_331	that feel better ?
la16.cha_332	does that feel better ?
la16.cha_333	does Mummy's girl feel better ?
la16.cha_334	&eh ?
la16.cha_335	want to play with your wobble globe ?
la16.cha_336	o:h .
la16.cha_337	o:h .
la16.cha_338	&mm ?
la16.cha_339	alright darling .
la16.cha_340	alright darling .
la16.cha_341	there's Mummy's girl .
la16.cha_342	isn't it ?
la16.cha_343	there's Mummy's girl .
la16.cha_344	we change your nappie ?
la16.cha_345	change your nappie ?
la16.cha_346	&mm ?
la16.cha_347	mummie and Daddy .
la16.cha_348	we'll be together tomorrow with you because Daddy's off work .
la16.cha_349	yes he is .
la16.cha_350	daddy's off work Tuesday and Wednesday .
la16.cha_351	yes .
la16.cha_352	yes he is .
la16.cha_353	o:h .
la16.cha_354	yes Daddy is .
la16.cha_355	daddy's off work .
la16.cha_356	he goes to work this afternoon and then he's home for twelve .
la16.cha_357	o:h .
la16.cha_358	hey .
la16.cha_359	who's having a good kick ?
la16.cha_360	Hannah .
la16.cha_361	Hannah's having a good kick .
la16.cha_362	&eh ?
la16.cha_363	is that nice ?
la16.cha_364	is that nice without your nappie on ?
la16.cha_365	&mm ?
la16.cha_366	is it ?
la16.cha_367	is it ?
la16.cha_368	&eh ?
la16.cha_369	&mm ?
la16.cha_370	hello .
la16.cha_371	hello .
la16.cha_372	&mm .
la16.cha_373	o:h .
la16.cha_374	alright darling .
la16.cha_375	are we working on something ?
la16.cha_376	mummie be back in a minute .
la16.cha_377	mummie be back in a minute .
la16.cha_378	beebo@i !
la16.cha_379	hello .
la16.cha_380	hello .
la16.cha_381	are you trying to kick Mummy out the way ?
la16.cha_382	are you trying to kick Mummy out the way ?
la16.cha_383	&eh ?
la16.cha_384	why are you trying to kick your Mummy out the way ?
la16.cha_385	hello .
la16.cha_386	hello .
la16.cha_387	yes your Mummy's back .
la16.cha_388	your Mummy's back .
la16.cha_389	yes she is .
la16.cha_390	yes she is .
la16.cha_391	o:h .
la16.cha_392	o:h .
la16.cha_393	oh we're getting really excited .
la16.cha_394	you're doing a_lot_of cycling with your legs .
la16.cha_395	you look as_if you're on a bicycle Hannah .
la16.cha_396	yes .
la16.cha_397	round and round and round .
la16.cha_398	&eh ?
la16.cha_399	&eh ?
la16.cha_400	go on .
la16.cha_401	go on .
la16.cha_402	hello .
la16.cha_403	hello .
la16.cha_404	hello .
la16.cha_405	round and round and round with your leggies .
la16.cha_406	hello .
la16.cha_407	give Mummy kiss .
la16.cha_408	yes .
la16.cha_409	&mm ?
la16.cha_410	there's a good girl for Mummy .
la16.cha_411	Hannah .
la16.cha_412	will Hannah be a good girl tonight ?
la16.cha_413	&mm ?
la16.cha_414	will you be a good girl tonight ?
la16.cha_415	hey ?
la16.cha_416	o:h .
la16.cha_417	did .
la16.cha_418	so what does that mean ?
la16.cha_419	oh there's a windy .
la16.cha_420	you going to do a poo ?
la16.cha_421	yes I think you will do .
la16.cha_422	&eh ?
la16.cha_423	we're working hard on it say .
la16.cha_424	I'm working hard on it Mummy say .
la16.cha_425	yes .
la16.cha_426	yes .
la16.cha_427	I'm working hard Mummy .
la16.cha_428	I'm working hard Mummy .
la16.cha_429	come on then .
la16.cha_430	&mm .
la16.cha_431	come on then .
la16.cha_432	come on sweetheart .
la16.cha_433	&eh ?
la16.cha_434	you going to do a poo ?
la16.cha_435	&mm .
la16.cha_436	you're kicking those legs in the air aren't you ?
la16.cha_437	and holding on to them .
la16.cha_438	there's your big fat knees .
la16.cha_439	you holding your big fat knees ?
la16.cha_440	&eh ?
la16.cha_441	yes .
la16.cha_442	yes .
la16.cha_443	they're your toes .
la16.cha_444	and they're your toes .
la16.cha_445	yes they are .
la16.cha_446	hello .
la16.cha_447	&mm ?
la16.cha_448	whose is that wobble globe ?
la16.cha_449	whose is that wobble globe ?
la16.cha_450	that's Hannah's .
la16.cha_451	yes it is .
la16.cha_452	yes it is .
la16.cha_453	oh what a big stretch .
la16.cha_454	oh what a big stretch .
la16.cha_455	&mm ?
la16.cha_456	&eh ?
la16.cha_457	come on then .
la16.cha_458	where's this poo ?
la16.cha_459	where's this poo ?
la16.cha_460	&mm ?
la16.cha_461	&eh ?
la16.cha_462	mummie can't wait all day .
la16.cha_463	mummie can't wait all day .
la16.cha_464	no she can't .
la16.cha_465	no she can't .
la16.cha_466	you give me such a big smile .
la16.cha_467	mummie can't wait all day .
la16.cha_468	no she can't .
la16.cha_469	no .
la16.cha_470	so where is it ?
la16.cha_471	&eh ?
la16.cha_472	&mm ?
la16.cha_473	&mm that little toothie's jutting through isn't it ?
la16.cha_474	soon be through I think .
la16.cha_475	we can see it can't we ?
la16.cha_476	&mm does it hurt ?
la16.cha_477	does it hurt ?
la16.cha_478	alright .
la16.cha_479	alright sweetheart .
la16.cha_480	&eh ?
la16.cha_481	alright .
la16.cha_482	alright .
la16.cha_483	oh .
la16.cha_484	oh .
la16.cha_485	oh .
la16.cha_486	&mm ?
la16.cha_487	have you decided are you going to do anything or not ?
la16.cha_488	you going to wait till bedtime then ?
la16.cha_489	&mm ?
la16.cha_490	&mm ?
la16.cha_491	are you ?
la16.cha_492	oh you're still trying though aren't you sweepy ?
la16.cha_493	&eh ?
la16.cha_494	mummie's girl still trying ?
la16.cha_495	yes she is .
la16.cha_496	&eh ?
la16.cha_497	yes .
la16.cha_498	yes hello .
la16.cha_499	that's a nice story .
la16.cha_500	you telling Mummy to wait just a bit longer ?
la16.cha_501	(be)cause you might ?
la16.cha_502	&mm ?
la16.cha_503	&eh ?
la16.cha_504	hello .
la16.cha_505	was that Mummy making a funny noise ?
la16.cha_506	hello .
la16.cha_507	was that a little laugh ?
la16.cha_508	&mm .
la16.cha_509	&mm .
la16.cha_510	&mm .
la16.cha_511	who's a clever girl ?
la16.cha_512	Hannah a clever girl ?
la16.cha_513	&mm ?
la16.cha_514	Hannah a clever girl ?
la16.cha_515	&eh ?
la16.cha_516	is she ?
la16.cha_517	oh your Mummy's tired .
la16.cha_518	your Mummy's tired .
la16.cha_519	Hannah ought_to be tired after all this kicking .
la16.cha_520	after all this kicking say .
la16.cha_521	after all this kicking .
la16.cha_522	&mm ?
la16.cha_523	&mm ?
la16.cha_524	&mm .
la16.cha_525	there's a nice smile for Mummy .
la16.cha_526	kiss Mummy .
la16.cha_527	yes .
la16.cha_528	hey those arms and leggies are really going aren't they ?
la16.cha_529	&mm ?
la16.cha_530	those arms and leggies are really going aren't they ?
la16.cha_531	yes .
la16.cha_532	yes .
la16.cha_533	&mm ?
la16.cha_534	&mm ?
la16.cha_535	yes .
la16.cha_536	well if we're not going to do anything Mummy'll take your dirty
la16.cha_537	put it in the bucket oh here comes a widdle [: wee] .
la16.cha_538	here comes a widdle [: wee] .
la16.cha_539	good girl .
la16.cha_540	good girl .
la16.cha_541	we did a wee .
la16.cha_542	yes .
la16.cha_543	mummie's girl did a wee+wee .
la16.cha_544	who's a clever girl ?
la16.cha_545	who's a clever girl ?
la16.cha_546	going to do anymore now ?
la16.cha_547	&mm ?
la16.cha_548	are you contemplating it ?
la16.cha_549	&eh ?
la16.cha_550	are you contemplating it ?
la16.cha_551	oh it took me all my energy to do that Mum say .
la16.cha_552	&mm ?
la16.cha_553	well I'm glad you did it on the dirty nappie .
la16.cha_554	you did one straight on the clean nappie this morning when Mummy
la16.cha_555	that's typical of you isn't it ?
la16.cha_556	typical you you must know when Mummy goes to put the clean one
la16.cha_557	you usually perform on it straight away .
la16.cha_558	come on then .
la16.cha_559	mummie take this one away now and she put a clean one on .
la16.cha_560	there's a girl .
la16.cha_561	Mr Sunshine come out again .
la16.cha_562	Mr Sunshine come out again .
la16.cha_563	yes it has .
la16.cha_564	Mr Sunshine come out again .
la16.cha_565	yes .
la16.cha_566	and wasn't that a surprise Alan coming to see you ?
la16.cha_567	all the way from Stockport &eh (be)cause he was on business in
la16.cha_568	&eh ?
la16.cha_569	and Hilda will be so upset that she wasn't with him (be)cause
la16.cha_570	&mm ?
la16.cha_571	they've been dying to see you .
la16.cha_572	yes they have .
la16.cha_573	yes they have .
la16.cha_574	hey stop kicking so Mummy can get your nappie on .
la16.cha_575	&a:h you working on it now ?
la16.cha_576	&mm ?
la16.cha_577	just (be)cause Mum's put a clean one there .
la16.cha_578	just (be)cause Mum's put a clean one there .
la16.cha_579	alright .
la16.cha_580	shall we open a window in your room for some nice fresh air ?
la16.cha_581	for some nice fresh air say .
la16.cha_582	yes .
la16.cha_583	we'll open a window for some fresh air .
la16.cha_584	&mm ?
la16.cha_585	those funny blinds make a noise don't they ?
la16.cha_586	&mm .
la16.cha_587	hey Madame stop kicking .
la16.cha_588	yes .
la16.cha_589	I'm talking to you .
la16.cha_590	yes .
la16.cha_591	hey .
la16.cha_592	mummie can't do your rubbers up .
la16.cha_593	&mm ?
la16.cha_594	there's a girl .
la16.cha_595	there's a girl .
la16.cha_596	good girl .
la16.cha_597	good girlie .
la16.cha_598	hey .
la16.cha_599	&mm ?
la16.cha_600	there .
la16.cha_601	&mm ?
la16.cha_602	who enjoyed that kick ?
la16.cha_603	who enjoyed that kick ?
la16.cha_604	Hannah ?
la16.cha_605	Hannah ?
la16.cha_606	&eh ?
la16.cha_607	gosh you're dying to say something aren't you ?
la16.cha_608	yes .
la16.cha_609	you're trying so hard .
la16.cha_610	so hard .
la16.cha_611	&mm ?
la16.cha_612	there .
la16.cha_613	there's a girl .
la16.cha_614	there's a good girl .
la16.cha_615	come on then .
la16.cha_616	let's go and have the other side shall we ?
la16.cha_617	let's go and have the other side shall we ?
la16.cha_618	there .
la16.cha_619	o:h .
la16.cha_620	o:h .
la16.cha_621	there .
la16.cha_622	come on then .
la16.cha_623	come on then .
la16.cha_624	off we go downstairs .
la16.cha_625	oh that's a big burp .
la16.cha_626	thank_you .
la16.cha_627	thank_you .
la16.cha_628	oh sweetheart .
la16.cha_629	oh all that sicky again .
la16.cha_630	oh .
la16.cha_631	we have been a sicky girl today haven't we ?
la16.cha_632	&mm we have .
la16.cha_633	what a big burp .
la16.cha_634	is that better ?
la16.cha_635	is that better now ?
la16.cha_636	&mm ?
la16.cha_637	hey ?
la16.cha_638	come on then .
la16.cha_639	come on then .
la16.cha_640	there .
la16.cha_641	&eh ?
la16.cha_642	there .
la16.cha_643	there .
la16.cha_644	have some more to eat then .
la16.cha_645	o:h .
la16.cha_646	&eh ?
la16.cha_647	yes .
la16.cha_648	who's getting excited ?
la16.cha_649	who's getting excited ?
la16.cha_650	&mm ?
la16.cha_651	who's getting excited ?
la16.cha_652	Hannah ?
la16.cha_653	yes .
la16.cha_654	it's coming .
la16.cha_655	it's coming .
la16.cha_656	alright .
la16.cha_657	&mm .
la16.cha_658	there .
la16.cha_659	&mm ?
la16.cha_660	does that feel better now ?
la16.cha_661	&eh ?
la16.cha_662	you're a tired girlie .
la16.cha_663	&mm ?
la16.cha_664	&eh ?
la16.cha_665	alright darling .
la16.cha_666	&eh ?
la16.cha_667	d(o) you know something ?
la16.cha_668	you're a wee tiredy [: tired] girl .
la16.cha_669	alright darling .
la16.cha_670	&mm ?
la16.cha_671	I know .
la16.cha_672	there's Mummy's girl .
la16.cha_673	we're outside aren't we ?
la16.cha_674	yes we are .
la16.cha_675	mummie's girl and Mummy are outside .
la16.cha_676	&eh ?
la16.cha_677	&eh ?
la16.cha_678	in the nice fresh air .
la16.cha_679	mummie and her little girlie outside .
la16.cha_680	yes we are .
la16.cha_681	yes we are .
la16.cha_682	there's Mummy .
la16.cha_683	nice new sunshine .
la16.cha_684	new sunshine Hannah Mummy in the sunshine .
la16.cha_685	yes .
la16.cha_686	yes .
la16.cha_687	yes it is .
la16.cha_688	yes it is .
la16.cha_689	hello .
la16.cha_690	yes it is .
la16.cha_691	Hannah and Mummy in the sunshine .
la16.cha_692	&mm .
la16.cha_693	makes it nice doesn't it darling ?
la16.cha_694	hello .
la16.cha_695	yes .
la16.cha_696	hello .
la16.cha_697	hello sweetheart .
la16.cha_698	hello .
la16.cha_699	it's nice in the sunshine isn't it ?
la16.cha_700	it's nice in the sunshine .
la16.cha_701	nice in the sunshine ?
la16.cha_702	hello .
la16.cha_703	Hannah in her little carrycot ?
la16.cha_704	yes she is .
la16.cha_705	in the sun .
la16.cha_706	in the sun .
la16.cha_707	oh with her little sun+hat on .
la16.cha_708	yes .
la16.cha_709	there's a good girl .
la16.cha_710	there's a girl .
la16.cha_711	you can't climb out you know ?
la16.cha_712	mummie's girlie can't climb out .
la16.cha_713	hello Mummy's girl .
la16.cha_714	I thought you were having a nice big sleepy .
la16.cha_715	&eh ?
la16.cha_716	ssh ssh ssh +...
la16.cha_717	yes you're outside in the sunshine .
la16.cha_718	&mm .
la16.cha_719	alright darling .
la16.cha_720	alright ssh +...
la16.cha_721	ssh +...
la16.cha_722	ssh .
la16.cha_723	alright darling .
la16.cha_724	alright sweetheart .
la16.cha_725	ssh .
la16.cha_726	mummie can hear you .
la16.cha_727	yes she can .
la16.cha_728	she can hear you .
la16.cha_729	&mm .
la16.cha_730	yes Mummy can hear you but you were supposed to be sleeping .
la16.cha_731	don't you like it outside on your own ?
la16.cha_732	do you want to come inside with Mummy ?
la16.cha_733	&eh ?
la16.cha_734	mummie's doing the ironing .
la16.cha_735	come on then .
la16.cha_736	come on then .
la16.cha_737	oh hello darling .
la16.cha_738	&mm ?
la16.cha_739	mummie's big girl .
la16.cha_740	&eh ?
la16.cha_741	&mm ?
la16.cha_742	you come inside with your Mum .
la16.cha_743	&mm ?
la16.cha_744	&eh ?
la16.cha_745	you inside now ?
la16.cha_746	&eh ?
la16.cha_747	mummie's doing the ironing .
la16.cha_748	yes she is .
la16.cha_749	&mm ?
la16.cha_750	&eh ?
la16.cha_751	your Mum's doing the ironing .
la16.cha_752	hello .
la16.cha_753	alright .
la16.cha_754	mummie take your hat off .
la16.cha_755	alright .
la16.cha_756	&eh .
la16.cha_757	ssh .
la16.cha_758	alright darling .
la16.cha_759	alright .
la16.cha_760	&mm ?
la16.cha_761	alright sweetheart .
la16.cha_762	ssh .
la16.cha_763	alright .
la16.cha_764	&eh ?
la16.cha_765	&mm .
la16.cha_766	&mm ?
la16.cha_767	what's this ?
la16.cha_768	mummie's doing the ironing you know Treas ?
la16.cha_769	mummie's doing the ironing .
la16.cha_770	yes she is .
la16.cha_771	&mm ?
la16.cha_772	&mm ?
la16.cha_773	&eh ?
la16.cha_774	you sit then with Mummy just for a little while .
la16.cha_775	who's this ?
la16.cha_776	who's this ?
la16.cha_777	it's Donald .
la16.cha_778	that's Donald .
la16.cha_779	Donald Duck !
la16.cha_780	quack quack .
la16.cha_781	quack quack .
la16.cha_782	quack quack quack .
la16.cha_783	who is it ?
la16.cha_784	you can hold it .
la16.cha_785	yes you can .
la16.cha_786	there you go .
la16.cha_787	&mm ?
la16.cha_788	&eh ?
la16.cha_789	&mm ?
la16.cha_790	&mm ?
la16.cha_791	&eh ?
la16.cha_792	oh you still a tired girl .
la16.cha_793	yes you are .
la16.cha_794	&mm ?
la16.cha_795	&eh ?
la16.cha_796	hello .
la16.cha_797	&mm ?
la16.cha_798	you going to sit in your little chair ?
la16.cha_799	are you ?
la16.cha_800	come on then .
la16.cha_801	come on then .
la16.cha_802	oh dear .
la16.cha_803	who's having a paddy ?
la16.cha_804	who's having a paddy ?
la16.cha_805	just (be)cause Mummy's put you down .
la16.cha_806	hey hey !
la16.cha_807	hey !
la16.cha_808	just (be)cause Mummmy's put you down .
la16.cha_809	yes .
la16.cha_810	yes .
la16.cha_811	hey .
la16.cha_812	there's no need for that .
la16.cha_813	there's no +...
la16.cha_814	I know you're tired .
la16.cha_815	I know .
la16.cha_816	hey !
la16.cha_817	mummie's here .
la16.cha_818	mummie's here .
la16.cha_819	mummie's here sweetheart .
la16.cha_820	do you expect Mummmy to sit and hold you_all day long ?
la16.cha_821	&eh ?
la16.cha_822	wah wah &uh wah +...
la16.cha_823	who's this ?
la16.cha_824	who's this ?
la16.cha_825	who's this ?
la16.cha_826	who's this ?
la16.cha_827	&eh ?
la16.cha_828	who is it ?
la16.cha_829	who is it ?
la16.cha_830	&eh ?
la16.cha_831	who is it ?
la16.cha_832	it's Donald .
la16.cha_833	it's Donald .
la16.cha_834	yes it is .
la16.cha_835	yes it is .
la16.cha_836	you're not quite sure whether to laugh or cry at the moment are you
la16.cha_837	(be)cause Mummy's put you in the chair .
la16.cha_838	&eh ?
la16.cha_839	&eh ?
la16.cha_840	quack quack quack quack .
la16.cha_841	quack quack quack quack .
la16.cha_842	quack quack quack .
la16.cha_843	yes there's a big smile now .
la16.cha_844	that's Donald .
la16.cha_845	quack quack quack quack .
la16.cha_846	quack quack quack quack .
la16.cha_847	&eh ?
la16.cha_848	&eh ?
la16.cha_849	who's a beautiful girlie ?
la16.cha_850	who's a beautiful girlie ?
la16.cha_851	daddy's gone to work he has .
la16.cha_852	yes he has .
la16.cha_853	came and gave you a kiss goodbye but you was asleepies@wp .
la16.cha_854	you were sleeping in the garden .
la16.cha_855	yes you were .
la16.cha_856	I don't think you liked it out there (be)cause you were on your own
la16.cha_857	oh what a big yawn .
la16.cha_858	you made Mummy yawn as_well .
la16.cha_859	who's this ?
la16.cha_860	who's this ?
la16.cha_861	hello .
la16.cha_862	Hannah .
la16.cha_863	Hannah .
la16.cha_864	hello .
la16.cha_865	hello .
la16.cha_866	there's no need to cry .
la16.cha_867	oh dear .
la16.cha_868	oh dear .
la16.cha_869	hey .
la16.cha_870	&mm ?
la16.cha_871	you make Mummy laugh when you have that little kind of paddy .
la16.cha_872	yes you do .
la16.cha_873	yes you do .
la16.cha_874	what a funny little paddy .
la16.cha_875	&eh ?
la16.cha_876	what a funny little paddy .
la16.cha_877	Hannah .
la16.cha_878	Hannah .
la16.cha_879	yes it is .
la16.cha_880	yes it is .
la16.cha_881	oh dear .
la16.cha_882	oh dear .
la16.cha_883	wah +...
la16.cha_884	you make Mummy laugh when you do that .
la16.cha_885	&eh Treas pie ?
la16.cha_886	alright .
la16.cha_887	alright .
la16.cha_888	ssh +...
la16.cha_889	there's no point in having a paddy .
la16.cha_890	there's no need .
la16.cha_891	mummie's in the room with you treasure .
la16.cha_892	yes she is .
la16.cha_893	you know the trouble ?
la16.cha_894	you're tired +...
la16.cha_895	now .
la16.cha_896	mummie's here .
la16.cha_897	mummie's here she's not gone away .
la16.cha_898	alright .
la16.cha_899	now don't be silly .
la16.cha_900	don't be silly .
la16.cha_901	there's no need for those tears .
la16.cha_902	there's no need for those silly tears Mummy's here .
la16.cha_903	mummie's just been to make you some juice .
la16.cha_904	yes see you laugh now .
la16.cha_905	what's the point of laughing and crying all at once ?
la16.cha_906	yes juice time .
la16.cha_907	o:h yum yum .
la16.cha_908	come on then .
la16.cha_909	o:h .
la16.cha_910	o:h .
la16.cha_911	isn't that nice ?
la16.cha_912	Hannah like her juice .
la16.cha_913	hey yum yum ?
la16.cha_914	yum yum yum .
la16.cha_915	there's a girl .
la16.cha_916	there's a girl .
la16.cha_917	&mm ?
la16.cha_918	is that nice ?
la16.cha_919	nice juice for Hannah .
la16.cha_920	nice juice for Hannah .
la16.cha_921	there's still +...
la16.cha_922	there's still some more .
la16.cha_923	there's still some more .
la16.cha_924	it's all_gone now .
la16.cha_925	I know .
la16.cha_926	oh .
la16.cha_927	little miss greedy ?
la16.cha_928	oh aren't we having a paddy ?
la16.cha_929	alright .
la16.cha_930	oh Hannah .
la16.cha_931	oh Hannah .
la16.cha_932	just because it's all_gone .
la16.cha_933	yes .
la16.cha_934	alright .
la16.cha_935	alright sweetheart .
la16.cha_936	alright .
la16.cha_937	&a:h .
la16.cha_938	&a:h .
la16.cha_939	alright darling .
la16.cha_940	&mm ?
la16.cha_941	&mm ?
la16.cha_942	alright .
la16.cha_943	ssh +...
la16.cha_944	mummie's girlie .
la16.cha_945	mummie's girlie .
la16.cha_946	alright sweetheart .
la16.cha_947	yes it is .
la16.cha_948	alright nothing to worry about .
la16.cha_949	mummie's here with you .
la16.cha_950	yes she is .
la16.cha_951	and there isn't anything to worry about .
la16.cha_952	mummie's going to do some more ironing .
la16.cha_953	and you can watch the tennis .
la16.cha_954	hey ?
la16.cha_955	oh sweetheart .
la16.cha_956	hey .
la16.cha_957	hey .
la16.cha_958	hey .
la16.cha_959	mummie's here .
la16.cha_960	look !
la16.cha_961	hello .
la16.cha_962	hey ?
la16.cha_963	mummie's girlie ?
la16.cha_964	Hannah darling ?
la16.cha_965	there's no need for tears Mummy's here sweetheart .
la16.cha_966	mummie's here .
la16.cha_967	yes she is .
la16.cha_968	hey ?
la16.cha_969	hey ?
la16.cha_970	did you say but Mummy I want you to cuddle me ?
la16.cha_971	but Mummy I want a cuddle ?
la16.cha_972	&eh ?
la16.cha_973	&mm ?
la16.cha_974	if you stop Mummy doing all this ironing Daddy won't have any
la16.cha_975	he'll say what have I been doing all afternoon .
la16.cha_976	&eh ?
la16.cha_977	he'll think I've been watching tennis all afternoon .
la16.cha_978	&mm ?
la16.cha_979	hello .
la16.cha_980	hello .
la16.cha_981	are you contemplating a smile ?
la16.cha_982	there's another big yawn .
la16.cha_983	yes .
la16.cha_984	yes it is .
la16.cha_985	yes it is .
la16.cha_986	shall we hang it up ?
la16.cha_987	there .
la16.cha_988	you can't jump out_of there can you ?
la16.cha_989	that's a better girlie .
la16.cha_990	&mm ?
la16.cha_991	that's a better girlie .
la16.cha_992	that's a better girlie .
la16.cha_993	blowing those bubbles .
la16.cha_994	yes you are .
la16.cha_995	&eh ?
la16.cha_996	are you happy girlie now ?
la16.cha_997	hello .
la16.cha_998	there's a big big smile .
la16.cha_999	&mm ?
la16.cha_1000	o:h .
la16.cha_1001	oh ?
la16.cha_1002	can't you make up your mind what you want to do ?
la16.cha_1003	is that a laugh or a cry ?
la16.cha_1004	say I'm not sure what to do Mummy .
la16.cha_1005	hey .
la16.cha_1006	who's Mummy's dribbly girl ?
la16.cha_1007	&mm ?
la16.cha_1008	&eh ?
la16.cha_1009	&eh ?
la16.cha_1010	&eh ?
la16.cha_1011	hey hey hey hey hey hey .
la16.cha_1012	who's a wee toot ?
la16.cha_1013	who's a wee toot ?
la16.cha_1014	who's a wee toot ?
la16.cha_1015	hey ?
la16.cha_1016	oh dear .
la16.cha_1017	oh dear .
la16.cha_1018	mummie won't play with you anymore .
la16.cha_1019	if that's how you feel about your Mum .
la16.cha_1020	if that's how you feel about your Mum .
la16.cha_1021	&mm ?
la16.cha_1022	hey .
la16.cha_1023	&eh ?
la16.cha_1024	alright darling .
la16.cha_1025	mummie only went to get to go upstairs and get your mat .
la16.cha_1026	and let you have a kick down here .
la16.cha_1027	&eh ?
la16.cha_1028	come on then .
la16.cha_1029	come on then .
la16.cha_1030	come on then .
la16.cha_1031	o:h .
la16.cha_1032	o:h .
la16.cha_1033	o:h .
la16.cha_1034	hello .
la16.cha_1035	hello .
la16.cha_1036	&eh ?
la16.cha_1037	&eh ?
la16.cha_1038	&mm .
la16.cha_1039	&eh ?
la16.cha_1040	&eh ?
la16.cha_1041	come on then .
la16.cha_1042	you kick there .
la16.cha_1043	there's a good girl .
la16.cha_1044	who's gonna have a big kick ?
la16.cha_1045	hello .
la16.cha_1046	&mm ?
la16.cha_1047	is that better ?
la16.cha_1048	is that better Mummy's girlie having a kick ?
la16.cha_1049	&eh ?
la16.cha_1050	you blowing lots_of bubbles ?
la16.cha_1051	&mm ?
la16.cha_1052	you grunting ?
la16.cha_1053	yes .
la16.cha_1054	hello .
la16.cha_1055	&eh ?
la16.cha_1056	you enjoying your kick on the floor ?
la16.cha_1057	yes ?
la16.cha_1058	mummie's girl enjoying her kick on the floor ?
la16.cha_1059	yes she is isn't she ?
la16.cha_1060	&eh ?
la16.cha_1061	yes she is .
la16.cha_1062	&eh ?
la16.cha_1063	&eh ?
la16.cha_1064	you're working very hard for down below aren't you ?
la16.cha_1065	&mm ?
la16.cha_1066	&mm ?
la16.cha_1067	&mm ?
la16.cha_1068	yes you are .
la16.cha_1069	&mm ?
la16.cha_1070	hello .
la16.cha_1071	hello .
la16.cha_1072	hello .
la16.cha_1073	hello .
la16.cha_1074	hello .
la16.cha_1075	you're still trying aren't you darling ?
la16.cha_1076	&mm .
la16.cha_1077	another wee .
la16.cha_1078	another wee .
la16.cha_1079	another wee .
la16.cha_1080	where's this poo ?
la16.cha_1081	&mm ?
la16.cha_1082	&mm ?
la16.cha_1083	&mm ?
la16.cha_1084	hello .
la16.cha_1085	hello .
la16.cha_1086	&mm ?
la16.cha_1087	good girl .
la16.cha_1088	good girl .
la16.cha_1089	there's a good girl that's what you've been wanting to do .
la16.cha_1090	there's Mummy's good girl .
la16.cha_1091	good girl .
la16.cha_1092	who's a good girl ?
la16.cha_1093	yes .
la16.cha_1094	you've been dying to do that sweetheart .
la16.cha_1095	good girl .
la16.cha_1096	good girlie .
la16.cha_1097	well done Treas pie .
la16.cha_1098	well done Treas pie .
la16.cha_1099	&mm ?
la16.cha_1100	good girlie .
la16.cha_1101	yes .
la16.cha_1102	good girlie .
la16.cha_1103	&mm ?
la16.cha_1104	alright .
la16.cha_1105	some more ?
la16.cha_1106	&mm ?
la16.cha_1107	it'll feel a lot better now .
la16.cha_1108	yes it will .
la16.cha_1109	Hannah's tummy will feel a lot better now .
la16.cha_1110	yes it will .
la16.cha_1111	Hannah's tummy will feel a lot better now .
la16.cha_1112	&eh ?
la16.cha_1113	&eh ?
la16.cha_1114	yes it will .
la16.cha_1115	yes it will darling .
la16.cha_1116	yes .
la16.cha_1117	&mm ?
la16.cha_1118	Hannah's tummy'll feel a lot better .
la16.cha_1119	make Hannah a better girl before she goes to bed .
la16.cha_1120	make Hannah a better girl before she goes to bed .
la16.cha_1121	having a bath soon won't we ?
la16.cha_1122	yes we will .
la16.cha_1123	yes we will .
la16.cha_1124	be having a bath soon ?
la16.cha_1125	mummie was on the telephone she hadn't left you .
la16.cha_1126	shall we go up and bath you then ?
la16.cha_1127	hello .
la16.cha_1128	&mm ?
la16.cha_1129	mummie just having a drinkies .
la16.cha_1130	shall we go up and bath you ?
la16.cha_1131	bare bum ?
la16.cha_1132	bare bum ?
la16.cha_1133	hey ?
la16.cha_1134	hey ?
la16.cha_1135	bare bum ?
la16.cha_1136	oh dear .
la16.cha_1137	just say come on Mummy hurry up and get on with it .
la16.cha_1138	&mm ?
la16.cha_1139	say hurry up Mum .
la16.cha_1140	hurry up and get on with it .
la16.cha_1141	come on then Treas .
la16.cha_1142	&mm ?
la16.cha_1143	mummie turn the iron off .
la16.cha_1144	mummie turn the iron off .
la16.cha_1145	come on then .
la16.cha_1146	come on then sweeps .
la16.cha_1147	mummie's little sweeps .
la16.cha_1148	yes she's coming back she's just putting this in the bin in the
la16.cha_1149	&mm ?
la16.cha_1150	I'm coming back again .
la16.cha_1151	come on then .
la16.cha_1152	up you come .
la16.cha_1153	up you come bare bottom .
la16.cha_1154	bare bottom and dirty bot [: butt] .
la16.cha_1155	&mm ?
la16.cha_1156	oh .
la16.cha_1157	oh .
la16.cha_1158	oh .
la16.cha_1159	mummie kiss your botty [: bottle] .
la16.cha_1160	mummie kiss your lovely little botty [: bottle] .
la16.cha_1161	&eh ?
la16.cha_1162	come on then .
la16.cha_1163	away we go .
la16.cha_1164	&mm ?
la16.cha_1165	&mm ?
la16.cha_1166	whoopsie .
la16.cha_1167	whoopsie .
la16.cha_1168	come on then .
la16.cha_1169	come on then .
la16.cha_1170	o:h .
